id,name,pc_class,age,sex,survived,sexcode
851,"Harknett, Miss Alice",3,NA,female,0,1
852,"Harmer, Mr Abraham",3,NA,male,0,0
853,"Hart, Mr Henry",3,NA,male,0,0
854,"Hassan, Mr M Houssein",3,NA,male,0,0
855,"Healy, Miss Nora",3,NA,female,0,1
856,"Hedman, Mr Oscar",3,27,male,1,0
857,"Hee, Mr Ling",3,NA,male,0,0
858,"Hegarty, Miss Nora",3,18,female,0,1
859,"Heikkinen, Miss Laina",3,26,female,1,1
860,"Heininen, Miss Wendla Maria",3,23,female,0,1
861,"Hellstrom, Hilda Maria",3,22,female,1,1
862,"Hemming, Miss Nora",3,NA,female,0,1
863,"Hendekovic, Mr Ignaz",3,NA,male,0,0
864,"Henery, Delia",3,NA,female,0,1
865,"Henriksson, Jenny Lovisa",3,28,female,0,1
866,"Hirvonen, Mrs Alexander",3,22,female,1,1
867,"Hirvonen, Miss Hildur E",3,2,female,0,1
868,"Holm, Mr John Frederik Alexander",3,43,male,0,0
869,"Holthen, Mr Johan Martin",3,NA,male,0,0
870,"Honkanen, Miss Eluna",3,27,female,1,1
871,"Horgan, Mr John",3,NA,male,0,0
872,"Howard, Miss May",3,NA,female,1,1
873,"Humblin, Mr Adolf Mathias Nicolai Olsen",3,42,male,0,0
874,"Hyman, Mr Abraham",3,NA,male,1,0
875,"Ilieff, Mr Ylio",3,NA,male,0,0
876,"Ilmakangas, Miss Ida Livija",3,27,female,0,1
877,"Ilmakangas, Miss Pieta Sofia",3,25,female,0,1
878,"Ivanoff, Mr Konio",3,NA,male,0,0
879,"Jansen, Mr Carl Olof",3,27,male,1,0
880,"Jardin, Mr Jose Netto",3,NA,male,0,0
881,"Jensen, Miss Carla Christine",3,19,female,1,1
882,"Jensen, Mr Hans Peder",3,20,male,0,0
883,"Jensen, Mr Niels Peder",3,48,male,0,0
884,"Jensen, Mr Svend Lauritz",3,17,male,0,0
885,"Jermyn, Miss Annie",3,NA,female,1,1
886,"Johannesen-Bratthammer, Mr Bernt",3,NA,male,0,0
887,"Johanson, Mr Jakob Alfred",3,34,male,0,0
888,"Johansson, Mr Erik",3,22,male,0,0
889,"Johansson, Mr Gustaff Joel",3,33,male,0,0
890,"Johansson, Mr Karl Johan",3,32,male,1,0
891,"Johansson, Mr Nils",3,29,male,0,0
892,"Johansson, Oscar L",3,26,male,1,0
893,"Johnson, Mr Alfred",3,49,male,0,0
894,"Johnson, Miss Eleanor Ileen",3,1,female,1,1
895,"Johnson, Mr Malkolm Joackim",3,33,male,0,0
896,"Johnson, Master Harold Theodor",3,4,male,1,0
897,"Johnson, Mrs Oscar W",3,24,female,0,1
898,"Johnson, Mr William Cahoone Jr",3,19,male,0,0
899,"Johnston, Mr Andrew G",3,NA,male,0,0
900,"Johnston, Mrs Andrew G",3,NA,female,0,1
901,"Johnston, Miss Catherine H",3,NA,female,0,1
902,"Johnston, Master William A",3,NA,male,0,0
903,"Jonkoff, Mr Lazor",3,NA,male,0,0
904,"Jonsson, Mr Carl",3,32,male,1,0
905,"Jonsson, Nils Hilding",3,27,male,0,0
906,"Jussila, Miss Aina Maria",3,21,female,0,1
907,"Jussila, Mr Erik",3,32,male,1,0
908,"Jussila, Miss Katriina",3,20,female,0,1
909,"Kallio, Mr Nikolai Erland",3,17,male,0,0
910,"Kalvig, Mr Johannes K Halverson",3,21,male,0,0
911,"Karajic, Mr Milan",3,30,male,0,0
912,"Karlsson, Mr Einar Gervasius",3,21,male,1,0
913,"Karlsson, Mr Julius Konrad Eugen",3,23,male,0,0
914,"Karlsson, Mr Nils August",3,22,male,0,0
915,"Karun, Miss Anna Mary",3,4,female,1,1
916,"Karun, Mr Franz",3,39,male,0,0
917,"Kassem, Mr Fared",3,NA,male,0,0
918,"Keane, Mr Andrew",3,20,male,0,0
919,"Keefe, Mr Arthur",3,NA,male,0,0
920,"Kekic, Mr Tido",3,NA,male,0,0
921,"Kelly, Miss Anna Kate",3,21,female,1,1
922,"Kelly, Mr James",3,44,male,0,0
923,"Kelly, Mr James",3,42,male,0,0
924,"Kelly, Miss Mary",3,21,female,1,1
925,"Kennedy, Mr John",3,24,male,0,0
926,"Khalil, Mr Betros",3,NA,male,0,0
927,"Khalil, Mrs Betros",3,NA,female,0,1
928,"Khalil, Mr Saad",3,NA,male,0,0
929,"Kiernan, Mr John",3,25,male,0,0
930,"Kiernan, Mr Philip",3,22,male,0,0
931,"Kilgannon, Mr Thomas",3,22,male,0,0
932,"Kink, Mr Anton",3,39,male,1,0
933,"Kink, Mrs Anton (Louise Heilmann)",3,26,female,0,1
934,"Kink, Miss Louise Gretchen",3,4,female,1,1
935,"Kink, Miss Maria",3,22,female,0,1
936,"Kink, Mr Vincenz",3,26,male,0,0
937,"Klasen, Miss Gertrud Emilia",3,1.5,female,0,1
938,"Klasen, Mrs Hulda Kristina",3,36,female,0,1
939,"Klasen, Mr Klas Albin",3,18,male,0,0
940,"Kraeff, Mr Theodor",3,NA,male,0,0
941,"Krekorian, Mr Neshan",3,25,male,1,0
942,"Lahowd, Mr Sarkis",3,NA,male,0,0
943,"Laitinen, Miss Kritina Sofia",3,37,female,0,1
944,"Laleff, Mr Kristo",3,NA,male,0,0
945,"Lam, Mr Ali",3,NA,male,1,0
946,"Lam, Mr Len",3,NA,male,0,0
947,"Landegren, Miss Aurora Adelia",3,22,female,1,1
948,"Lane, Mr Patrick",3,20,male,0,0
949,"Lang, Mr Fang",3,26,male,1,0
950,"Larsson, Mr August Viktor",3,29,male,0,0
951,"Larsson, Mr Bengt Edvin",3,29,male,0,0
952,"Larsson-Rondberg, Mr Edvard",3,22,male,0,0
953,"Leeni, Mr Fahim",3,NA,male,1,0
954,"Lefebre, Mrs Frank",3,NA,female,0,1
955,"Lefebre, Master Henry",3,NA,male,0,0
956,"Lefebre, Miss Ida",3,NA,female,0,1
957,"Lefebre, Miss Jeannie",3,NA,female,0,1
958,"Lefebre, Miss Mathilde",3,NA,female,0,1
959,"Leinonen, Mr Antti Gustaf",3,32,male,0,0
960,"Lemberopolous, Mr Peter L",3,NA,male,0,0
961,"Lemom, Mr Denis",3,21,male,0,0
962,"Lemon, Miss Mary",3,21,female,0,1
963,"Leonard, Mr Lionel",3,36,male,0,0
964,"Lester, Mr James",3,39,male,0,0
965,"Lindahl, Miss Agda V",3,25,female,0,1
966,"Lindblom, Miss Augusta Charlotta",3,45,female,0,1
967,"Lindell, Mr Edvard Bengtsson",3,36,male,0,0
968,"Lindell, Mrs Edvard Bengtsson",3,30,female,0,1
969,"Lindqvist, Eino William",3,20,male,1,0
970,"Linehan, Mr Michael",3,NA,male,0,0
971,"Ling, Mr Lee",3,NA,male,0,0
972,"Lithman, Mr Simon",3,NA,male,0,0
973,"Lobb, Mr William Arthur",3,NA,male,0,0
974,"Lobb, Mrs William Arthur",3,NA,female,0,1
975,"Lockyer, Mr Edward",3,NA,male,0,0
976,"Lovell, Mr John",3,NA,male,0,0
977,"Lulich, Mr Nicola",3,NA,male,1,0
978,"Lundahl, Mr Johan",3,NA,male,0,0
979,"Lundin, Miss Olga Elida",3,NA,female,1,1
980,"Lundstrom, Mr Thure Edvin",3,NA,male,0,0
981,"Lyntakoff, Mr Stanko",3,NA,male,0,0
982,"MacKay, Mr George William",3,NA,male,0,0
983,"Madigan, Miss Margaret",3,NA,female,1,1
984,"Madsen, Mr Frithiof",3,NA,male,0,0
985,"Maenpaa, Mr Matti Alexanteri",3,NA,male,0,0
986,"Mahon, Miss Delia",3,NA,female,0,1
987,"Maisner, Mr Simon",3,NA,male,0,0
988,"Makinen, Mr Kalle Edvard",3,NA,male,0,0
989,"Mamee, Mr Hanna",3,NA,male,1,0
990,"Mangan, Miss Mary",3,NA,female,0,1
991,"Mannion, Miss Margareth",3,NA,female,1,1
992,"Mansour, Mr Hanna",3,NA,male,0,0
993,"Mardirosian, Mr Sarkis",3,NA,male,0,0
994,"Marinko, Mr Dmitri",3,NA,male,0,0
995,"Markim, Mr Johann",3,NA,male,0,0
996,"Markoff, Mr Marin",3,NA,male,0,0
997,"Masselmany, Mrs Fatima",3,NA,female,1,1
998,"Matinoff, Mr Nicola",3,NA,male,0,0
999,"McCarthy, Miss Katie",3,NA,female,1,1
1000,"McCormack, Mr Thomas J",3,NA,male,0,0
1001,"McCoy, Miss Agnes",3,NA,female,0,1
1002,"McCoy, Miss Alice",3,NA,female,0,1
1003,"McCoy, Mr Bernard",3,NA,male,0,0
1004,"McDermott, Miss Delia",3,NA,female,0,1
1005,"McElroy, Mr Michael",3,NA,male,0,0
1006,"McGovern, Mrs Hugh",3,NA,female,1,1
1007,"McGowan, Miss Anna",3,NA,female,0,1
1008,"McGowan, Miss Katherine",3,NA,female,0,1
1009,"McMahon, Mr Martin",3,NA,male,0,0
1010,"McNamee, Mr Neal",3,NA,male,0,0
1011,"McNamee, Mrs Neal",3,NA,female,0,1
1012,"Meanwell, Miss Marion Ogden",3,NA,female,0,1
1013,"Mechen, Mr John",3,NA,male,0,0
1014,"Meek, Mrs Thomas",3,NA,female,0,1
1015,"Melkebuk, Mrs Philemon",3,23,female,0,1
1016,"Meo, Mr Alfonso",3,NA,male,0,0
1017,"Midtsjo, Mr Karl Albert",3,NA,male,1,0
1018,"Mihoff, Mr Stoytcho",3,NA,male,0,0
1019,"Miles, Mr Frank",3,NA,male,0,0
1020,"Mineff, Mr Ivan",3,NA,male,0,0
1021,"Minkoff, Mr Lazar",3,NA,male,0,0
1022,"Mirko, Mr Dika",3,NA,male,0,0
1023,"Mitkoff, Mr Mito",3,NA,male,0,0
1024,"Mocklare, Miss Helen Mary",3,NA,female,1,1
1025,"Moen, Mr Sigurd H",3,NA,male,0,0
1026,"Moor, Mrs Beila",3,NA,female,1,1
1027,"Moor, Master Meier",3,NA,male,0,0
1028,"Moore, Mr Leonard Charles",3,NA,male,0,0
1029,"Moran, Miss Bertha",3,NA,female,1,1
1030,"Moran, Mr Daniel J",3,NA,male,0,0
1031,"Moran, Mr James",3,NA,male,0,0
1032,"Morley, Mr Henry Samuel",3,NA,male,0,0
1033,"Morrow, Mr Thomas Rowan",3,NA,male,0,0
1034,"Moubarek (Borak), Mr Hanna (John)",3,NA,male,1,0
1035,"Moubarek, Mrs George",3,NA,female,0,1
1036,"Moubarek, Master George",3,NA,male,0,0
1037,"Moubarek, Master William George",3,NA,male,0,0
1038,"Moss, Albert Johan",3,NA,male,0,0
1039,"Moussa, Mrs Mantoura Baloics",3,NA,female,0,1
1040,"Moutal, Mr Rahamin",3,NA,male,0,0
1041,"Mullins, Miss Katie",3,NA,female,1,1
1042,"Mulvihill, Miss Bertha E",3,NA,female,0,1
1043,"Murdlin, Mr Joseph",3,NA,male,0,0
1044,"Murphy, Miss Katherine",3,NA,female,0,1
1045,"Murphy, Miss Margaret",3,NA,female,0,1
1046,"Murphy, Miss Nora",3,NA,female,0,1
1047,"Myhrman, Mr Pehr Fabian Oliver Malkolm",3,NA,male,0,0
1048,"Nackid, Miss Maria",3,NA,female,1,1
1049,"Nackid, Mr Said",3,NA,male,0,0
1050,"Nackid, Mrs Said",3,NA,female,0,1
1051,"Nahill, Mr Toufik",3,NA,male,0,0
1052,"Naidenoff, Mr Penko",3,NA,male,0,0
1053,"Nancarrow, W H",3,NA,male,0,0
1054,"Niklasen, Sander",3,NA,male,0,0
1055,"Nosworthy, Richard C",3,NA,male,0,0
1056,"Najib, Miss Adele Kiamie",3,NA,female,1,1
1057,"Nancarrow, Mr William Henry",3,NA,male,0,0
1058,"Nankoff, Mr Minko",3,NA,male,0,0
1059,"Nasr, Mr Mustafa",3,NA,male,0,0
1060,"Nassr, Mr Saade Jean",3,NA,male,0,0
1061,"Naughton, Miss Hannah",3,NA,female,0,1
1062,"Nemaugh, Mr Robert",3,NA,male,0,0
1063,"Nenkoff, Mr Christo",3,NA,male,0,0
1064,"Nicola-Yarred, Miss Jamila",3,NA,female,1,1
1065,"Nicola-Yarred, Master Elias",3,NA,male,0,0
1066,"Nieminen, Miss Manta Josefina",3,NA,female,0,1
1067,"Niklasson, Mr Samuel",3,NA,male,0,0
1068,"Nilsson, Mr August Ferdinand",3,NA,male,0,0
1069,"Nilsson, Miss Berta Olivia",3,NA,female,1,1
1070,"Nilsson, Miss Helmina Josefina",3,NA,female,0,1
1071,"Niskanen, Mr Johan",3,NA,male,0,0
1072,"Nosworthy, Mr Richard Cater",3,NA,male,0,0
1073,"Novel, Mansouer",3,NA,male,1,0
1074,"Nysten, Miss Anna",3,NA,female,0,1
1075,"Nysveen, Mr Johan H",3,NA,male,0,0
1076,"O'Brien, Mr Denis",3,NA,male,0,0
1077,"O'Brien, Mr Thomas",3,NA,male,0,0
1078,"O'Brien, Mrs Thomas",3,NA,female,1,1
1079,"O'Connell, Mr Patrick D",3,NA,male,0,0
1080,"O'Connor, Mr Maurice",3,NA,male,0,0
1081,"O'Connor, Mr Patrick",3,NA,male,0,0
1082,"Odahl, Mr Nils Martin",3,NA,male,1,0
1083,"O'Dwyer, Miss Nellie",3,NA,female,0,1
1084,"Ohman, Miss Velin",3,NA,female,0,1
1085,"O'Keefe, Mr Patrick",3,NA,male,0,0
1086,"OLeary, Miss Norah",3,NA,female,0,1
1087,"Olsen, Master Arthur",3,NA,male,0,0
1088,"Olsen, Mr Charlie (Carl)",3,NA,male,0,0
1089,"Olsen, Mr Henry Margido",3,NA,male,0,0
1090,"Olsen, Mr Ole M",3,NA,male,0,0
1091,"Olsson, Miss Elida",3,NA,female,0,1
1092,"Olsson, Mr Nils Johan",3,NA,male,0,0
1093,"Olsson, Mr Oscar Johansson",3,NA,male,1,0
1094,"O'Neill, Miss Bridget",3,NA,female,0,1
1095,"Oreskovic, Mr Jeko",3,NA,male,0,0
1096,"Oreskovic, Mr Luka",3,NA,male,0,0
1097,"Oreskovic, Mr Maria",3,NA,male,0,0
1098,"Osen, Mr Olof Elon",3,NA,male,0,0
1099,"Osman, Miss Maria",3,NA,female,1,1
1100,"O'Sullivan, Miss Bridget",3,NA,female,0,1
1101,"Panula, Mr Ernesti Arvid",3,NA,male,0,0
1102,"Panula, Mr Jaako Arnold",3,NA,male,0,0
1103,"Panula, Master Juha Niilo",3,NA,male,0,0
1104,"Panula, Mrs John",3,NA,female,0,1
1105,"Panula, Master Urho Abraham",3,NA,male,0,0
1106,"Panula, Master William",3,NA,male,0,0
1107,"Pasic, Mr Jakob",3,NA,male,0,0
1108,"Paulner, Mr Uscher",3,NA,male,0,0
1109,"Paulsson, Master Gosta Leonard",3,NA,male,0,0
1110,"Paulsson, Mrs Nils",3,NA,female,0,1
1111,"Paulsson, Master Paul Folke",3,NA,male,0,0
1112,"Paulsson, Miss Stina Viola",3,NA,female,0,1
1113,"Paulsson, Miss Torborg Danira",3,NA,female,0,1
1114,"Pavlovic, Mr Stefo",3,NA,male,0,0
1115,"Peacock, Master Alfred Edward",3,NA,male,0,0
1116,"Peacock, Mrs Benjamin",3,NA,female,0,1
1117,"Peacock, Miss Treasteall",3,NA,female,0,1
1118,"Pearce, Mr Ernest",3,NA,male,0,0
1119,"Pecruic, Mr Mate",3,NA,male,0,0
1120,"Pecruic, Mr Tome",3,NA,male,0,0
1121,"Pedersen, Mr Olaf",3,NA,male,0,0
1122,"Peduzzi, Mr Joseph",3,NA,male,0,0
1123,"Pekoniemi, Mr Edvard",3,NA,male,1,0
1124,"Peltomaki, Nikolai Johannes",3,NA,male,0,0
1125,"Perkin, Mr John Henry",3,NA,male,0,0
1126,"Persson, Mr Ernst Ulrik",3,NA,male,1,0
1127,"Peter (Joseph), Miss Mary",3,NA,female,0,1
1128,"Peter (Joseph), Mrs Catherine",3,NA,female,0,1
1129,"Peter (Joseph), Master Michael J",3,NA,male,0,0
1130,"Peters, Miss Katie",3,NA,female,0,1
1131,"Petersen, Mr Marius",3,NA,male,0,0
1132,"Petranec, Miss Matilda",3,NA,female,0,1
1133,"Petroff, Mr Nedeca",3,NA,male,0,0
1134,"Petroff, Mr Pentcho",3,NA,male,0,0
1135,"Pettersson, Miss Ellen Natalia",3,NA,female,0,1
1136,"Peterson, Mr Johan Emil",3,NA,male,0,0
1137,"Pickard (Trembisky), Mr Berk",3,NA,male,1,0
1138,"Plotcharsky, Mr Vasil",3,NA,male,0,0
1139,"Potchett, Mr George",3,NA,male,0,0
1140,"Radeff, Mr Alexander",3,NA,male,0,0
1141,"Raibid, Mr Razi",3,NA,male,0,0
1142,"Reed, Mr James George",3,NA,male,0,0
1143,"Reynolds, Mr Harold",3,NA,male,0,0
1144,"Rice, Master Albert",3,NA,male,0,0
1145,"Rice, Master Arthur",3,NA,male,0,0
1146,"Rice, Master George",3,NA,male,0,0
1147,"Rice, Master Eric",3,NA,male,0,0
1148,"Rice, Master Eugene",3,NA,male,0,0
1149,"Rice, Mrs William",3,NA,female,0,1
1150,"Riihiivouri, Miss Sanni",3,NA,female,0,1
1151,"Rintamaki, Mr Matti",3,NA,male,0,0
1152,"Riordan, Miss Hannah",3,NA,female,1,1
1153,"Risien, Mr Samuel",3,NA,male,0,0
1154,"Risien, Mrs Samuel",3,NA,female,0,1
1155,"Robins, Mr Alexander A",3,NA,male,0,0
1156,"Robins, Mrs Alexander A",3,NA,female,0,1
1157,"Rommetvedt, Mr Karl Kristian Knut",3,NA,male,0,0
1158,"Rogers, Mr William John",3,NA,male,0,0
1159,"Rosblom, Mrs Viktor",3,NA,female,0,1
1160,"Rosblom, Miss Salli Helena",3,NA,female,0,1
1161,"Rosblom, Mr Viktor Rickard",3,NA,male,0,0
1162,"Roth, Miss Sarah",3,NA,female,1,1
1163,"Rouse, Mr Richard Henry",3,NA,male,0,0
1164,"Rush, Mr Alfred George John",3,NA,male,0,0
1165,"Ryan, Mr Edward Ryan",3,NA,male,1,0
1166,"Ryan, Mr Patrick",3,NA,male,0,0
1167,"Saad, Mr Amin",3,NA,male,0,0
1168,"Saad, Khalil",3,NA,male,1,0
1169,"Sadlier, Mr Matthew",3,NA,male,0,0
1170,"Sadowitz, Mr Harry",3,NA,male,0,0
1171,"Sage, Miss Ada",3,NA,female,0,1
1172,"Sage, Miss Constance",3,NA,female,0,1
1173,"Sage, Miss Dorothy",3,NA,female,0,1
1174,"Sage, Mr Douglas",3,NA,male,0,0
1175,"Sage, Mr Frederick",3,NA,male,0,0
1176,"Sage, Mr George",3,NA,male,0,0
1177,"Sage, Mr John",3,NA,male,0,0
1178,"Sage, Mrs John",3,NA,female,0,1
1179,"Sage, Miss Stella",3,NA,female,0,1
1180,"Sage, Thomas (child)",3,NA,male,0,0
1181,"Sage, Master William",3,NA,male,0,0
1182,"Salander, Mr Karl Johan",3,21,male,0,0
1183,"Salkjelsvik, Miss Anna",3,NA,female,1,1
1184,"Salonen, Mr Johan Werner",3,NA,male,0,0
1185,"Samaan, Mr Elias",3,NA,male,0,0
1186,"Samaan, Mr Hanna",3,NA,male,0,0
1187,"Samaan, Mr Youssef",3,NA,male,0,0
1188,"Sandstrom, Miss Hjalmar",3,NA,female,1,1
1189,"Sandstrom, Miss Beatrice Irene",3,1.5,female,0,1
1190,"Sandstrom, Miss Marguerite Rut",3,NA,female,0,1
1191,"Sather, Simon Sivertsen",3,NA,male,0,0
1192,"Saundercock, William Henry",3,NA,male,0,0
1193,"Sawyer, Mr Frederick",3,NA,male,0,0
1194,"Scanlan, Mr James",3,NA,male,0,0
1195,"Sdycoff, Mr Todor",3,NA,male,0,0
1196,Seman Master Betros,3,NA,male,0,0
1197,"Serota, Mr Maurice",3,NA,male,0,0
1198,"Shaughnesay, Mr Patrick",3,NA,male,0,0
1199,"Shedid (Sitik), Mr Daher (Docart)",3,NA,male,0,0
1200,"Sheerlinck, Mr Jean",3,NA,male,1,0
1201,"Shellard, Mr Frederick B",3,NA,male,0,0
1202,"Shine, Miss Ellen",3,NA,female,1,1
1203,"Shorney, Mr Charles",3,NA,male,0,0
1204,"Simmons, Mr John",3,NA,male,0,0
1205,"Sirayanian, Mr Arsun",3,NA,male,0,0
1206,"Sivic, Mr Husen",3,NA,male,0,0
1207,"Sivola, Mr Antti",3,NA,male,0,0
1208,"Sjoblom, Miss Anna Sofia",3,NA,female,1,1
1209,"Sholt, Mr Peter Andreas Lauritz Andersen",3,NA,male,0,0
1210,"Skinner, Mr Henry John",3,NA,male,0,0
1211,"Skoog, Master Harald",3,NA,male,0,0
1212,"Skoog, Master Karl",3,NA,male,0,0
1213,"Skoog, Miss Mabel",3,NA,female,0,1
1214,"Skoog, Miss Margit",3,NA,female,0,1
1215,"Skoog, Mr William",3,NA,male,0,0
1216,"Skoog, Mrs William",3,NA,female,0,1
1217,"Slabenoff, Mr Petco",3,NA,male,0,0
1218,"Slocovski, Mr Selman",3,NA,male,0,0
1219,"Smiljanovic, Mr Mile",3,NA,male,0,0
1220,"Smyth, Miss Julia",3,NA,female,1,1
1221,"Solvang, Mrs Lena Jacobsen",3,NA,female,0,1
1222,"Somerton, Mr Francis William",3,NA,male,0,0
1223,"Sop, Mr Jules",3,NA,male,1,0
1224,"Spector, Mr Woolf",3,NA,male,0,0
1225,"Staneff, Mr Ivan",3,NA,male,0,0
1226,"Stankovic, Mr Jovan",3,NA,male,0,0
1227,"Stanley, Miss Amy Zilla Elsie",3,NA,female,1,1
1228,"Stanley, Mr Edward Roland",3,NA,male,0,0
1229,"Storey, Mr Thomas",3,NA,male,0,0
1230,"Stoyehoff, Mr Ilia",3,NA,male,0,0
1231,"Strandberg, Miss Ida Sofia",3,NA,female,0,1
1232,"Stranden, Mr Juho",3,NA,male,1,0
1233,"Strilic, Mr Ivan",3,NA,male,0,0
1234,"Strom, Mrs Wilhelm",3,NA,female,0,1
1235,"Strom, Miss Telma (Selma) Matilda",3,NA,female,0,1
1236,"Sunderland, Mr Victor Francis",3,NA,male,1,0
1237,"Sundman, Mr Johan Julian",3,NA,male,0,0
1238,"Sutehall, Mr Henry, Jr",3,NA,male,0,0
1239,"Svensson, Mr Johan",3,NA,male,0,0
1240,"Svensson, Mr Johan Cervin",3,NA,male,1,0
1241,"Svensson, Mr Olof",3,NA,male,0,0
1242,"Tannous, Mr Thomas",3,NA,male,0,0
1243,"Tenglin, Mr Gunnar Isidor",3,NA,male,1,0
1244,"Theobald, Mr Thomas Leonard",3,NA,male,0,0
1245,"Thomas, Mrs Alexander",3,NA,female,1,1
1246,"Thomas, Master Assad Alexander",3,NA,male,0,0
1247,"Thomas, Mr Charles",3,NA,male,0,0
1248,"Thomas, Mr John, Jr",3,NA,male,0,0
1249,"Thomas, Mr John (? 1st/2nd class)",3,NA,male,0,0
1250,"Thomson, Mr Alexander",3,NA,male,0,0
1251,"Thorneycroft, Mr Percival",3,NA,male,0,0
1252,"Thorneycroft, Mrs Percival",3,NA,female,1,1
1253,"Tikkanen, Mr Juho",3,NA,male,0,0
1254,"Tobin, Mr Roger",3,NA,male,0,0
1255,"Todoroff, Mr Lalio",3,NA,male,0,0
1256,"Toerber, Mr Ernest William",3,NA,male,0,0
1257,"Tomlin, Mr Ernest Portage",3,NA,male,0,0
1258,"Torfa, Mr Assad",3,NA,male,0,0
1259,"Tornquist, Mr William Henry",3,25,male,1,0
1260,"Touma (Thomas), Mrs Darwin",3,NA,female,0,1
1261,"Touma (Thomas), Master George",3,NA,male,0,0
1262,"Touma (Thomas), Miss Hannah",3,NA,female,0,1
1263,"Turcin, Mr Stefan",3,NA,male,0,0
1264,"Turja, Miss Anna Sofia",3,18,female,1,1
1265,"Turkula, Mrs Hedvig",3,63,female,1,1
1266,"Uzelas, Mr Joso",3,NA,male,0,0
1267,"Van Billiard, Mr Austin Blyler",3,NA,male,0,0
1268,"Van Billiard, Master James William",3,NA,male,0,0
1269,"Van Billiard, Master Walter John",3,NA,male,0,0
1270,"Van der Planke, Miss Augusta",3,18,female,0,1
1271,"Van der Planke, Mr Jules",3,31,male,0,0
1272,"Van der Planke, Mrs Jules",3,31,female,0,1
1273,"Van der Planke, Mr Leon",3,15,male,0,0
1274,"Van der Steen, Mr Leo Peter",3,28,male,0,0
1275,"Van de Velde, Mr John Joseph",3,36,male,0,0
1276,"Vandewalle, Mr Nestor Cyriel",3,28,male,0,0
1277,"Van Impe, Miss Catharine",3,10,female,0,1
1278,"Van Impe, Mr Jean Baptiste",3,36,male,0,0
1279,"Van Impe, Mrs Jean Baptiste",3,30,female,0,1
1280,"Vartunian, Mr David",3,22,male,1,0
1281,"Vassilios, Mr Catavelas",3,NA,male,0,0
1282,"Vendel, Mr Olof Wdvin",3,29,male,0,0
1283,"Vereruysse, Mr Victor",3,47,male,0,0
1284,"Vestrom, Miss Hulda Amanda Adolfina",3,14,female,0,1
1285,"Vonk, Mr Jenko",3,22,male,0,0
1286,"Ware, Mr Frederick",3,NA,male,0,0
1287,"Warren, Mr Charles William",3,NA,male,0,0
1288,"Wazli, Mr Yousif",3,NA,male,0,0
1289,"Webber, Mr James",3,NA,male,0,0
1290,"Wennerstrom, Mr August Edvard",3,NA,male,1,0
1291,"Wenzel, Mr Linhart",3,NA,male,0,0
1292,"Widegren, Mr Charles Peter",3,51,male,0,0
1293,"Wiklund, Mr Jacob Alfred",3,18,male,0,0
1294,"Wilkes, Mrs Ellen",3,45,female,1,1
1295,"Willer, Mr Aaron",3,NA,male,0,0
1296,"Willey, Mr Edward",3,NA,male,0,0
1297,"Williams, Mr Howard Hugh",3,NA,male,0,0
1298,"Williams, Mr Leslie",3,28,male,0,0
1299,"Windelov, Mr Einar",3,21,male,0,0
1300,"Wirz, Mr Albert",3,27,male,0,0
1301,"Wiseman, Mr Phillippe",3,NA,male,0,0
1302,"Wittevrongel, Mr Camiel",3,36,male,0,0
1303,"Yalsevac, Mr Ivan",3,NA,male,1,0
1304,"Yasbeck, Mr Antoni",3,27,male,0,0
1305,"Yasbeck, Mrs Antoni",3,15,female,1,1
1306,"Youssef, Mr Gerios",3,NA,male,0,0
1307,"Zabour, Miss Hileni",3,NA,female,0,1
1308,"Zabour, Miss Tamini",3,NA,female,0,1
1309,"Zakarian, Mr Artun",3,27,male,0,0
1310,"Zakarian, Mr Maprieder",3,26,male,0,0
1311,"Zenni, Mr Philip",3,22,male,0,0
1312,"Lievens, Mr Rene",3,24,male,0,0
1313,"Zimmerman, Leo",3,29,male,0,0